Date,Symbol,Adj Close,Close,High,Low,Open,Volume,ema15,ema50,macd,macd_signal,bb_bbm,bb_bbh,bb_bbl,rsi,stoch_k,stoch_d,atr_14,obv,vwap,roc_10,Target,Clopen,HighLow,log_price,Log5,Log15,Log30,Pct_Change
2015-04-01,GDDY,26.149999618530273,26.149999618530273,26.84000015258789,25.489999771118164,26.149999618530273,23177400.0,,,,,,,,,,,0.0,23177400.0,,,1,1.0,1.0529619613021481,3.263849175923179,,,,0.0133843360067092
2015-04-02,GDDY,26.5,26.5,27.270000457763672,25.829999923706055,26.719999313354492,5166100.0,,,,,,,,,,,0.0,28343500.0,,,0,0.991766492552096,1.0557491497603926,3.2771447329921766,,,,-0.026415123129790684
2015-04-06,GDDY,25.799999237060547,25.799999237060547,26.799999237060547,25.350000381469727,26.719999313354492,2090200.0,,,,,,,,,,,0.0,26253300.0,,,0,0.9655688585353318,1.057199165040279,3.2503744623562745,,,,-0.021705406298538513
2015-04-07,GDDY,25.239999771118164,25.239999771118164,25.850000381469727,25.15999984741211,25.84000015258789,939400.0,,,,,,,,,,,0.0,25313900.0,,,0,0.9767801711328691,1.027424504699613,3.228430028604794,,,,-0.003565774699050384
2015-04-08,GDDY,25.149999618530273,25.149999618530273,25.479999542236328,25.0,25.350000381469727,921500.0,,,,,,,,,,,0.0,24392400.0,,,1,0.9921104236714076,1.019199981689453,3.224857881377966,,,,0.046520878490666086
2015-04-09,GDDY,26.31999969482422,26.31999969482422,26.469999313354492,25.049999237060547,25.100000381469727,751600.0,,,,,,,,,,,0.0,25144000.0,,,0,1.0486055495941413,1.0566866315186592,3.270329094862292,0.0064799189391129275,,,-0.039133692676273944
2015-04-10,GDDY,25.290000915527344,25.290000915527344,26.799999237060547,25.0,26.34000015258789,966300.0,,,,,,,,,,,0.0,24177700.0,,,1,0.9601367034556609,1.0719999694824218,3.2304090968830335,-0.04673563610914311,,,0.003163302523130278
2015-04-13,GDDY,25.3700008392334,25.3700008392334,25.59000015258789,25.1200008392334,25.239999771118164,347100.0,,,,,,,,,,,0.0,24524800.0,,,1,1.0051505970401788,1.018710163123101,3.2335674066909457,-0.016807055665328807,,,0.01694908882944056
2015-04-14,GDDY,25.799999237060547,25.799999237060547,25.899999618530273,25.25,25.25,274600.0,,,,,,,,,,,0.0,24799400.0,,,0,1.0217821480023979,1.0257425591497138,3.2503744623562745,0.021944433751480474,,,-0.026356527826960595
2015-04-15,GDDY,25.1200008392334,25.1200008392334,26.049999237060547,25.030000686645508,25.8799991607666,355300.0,,,,,,,,,,,0.0,24444100.0,,,0,0.970633757875644,1.040751039649761,3.2236643750089704,-0.0011935063689954006,,,-0.013535037469300761
