Date,Symbol,Adj Close,Close,High,Low,Open,Volume,ema15,ema50,macd,macd_signal,bb_bbm,bb_bbh,bb_bbl,rsi,stoch_k,stoch_d,atr_14,obv,vwap,roc_10,Target,Clopen,HighLow,log_price,Log5,Log15,Log30
2010-01-04,NDAQ,5.48751163482666,6.74666690826416,6.809999942779541,6.633333206176758,6.639999866485596,6514500.0,,,,,,,,,,,0.0,6514500.0,,,1,1.0160643138438827,1.0266331768828192,1.9090485915610595,,,
2010-01-05,NDAQ,5.503779411315918,6.766666889190674,6.7733330726623535,6.6433329582214355,6.6433329582214355,4445100.0,,,,,,,,,,,0.0,10959600.0,,,0,1.0185650684294856,1.0195685080453534,1.9120086302649526,,,
2010-01-06,NDAQ,5.501066207885742,6.763332843780518,6.7866668701171875,6.71999979019165,6.733333110809326,7340100.0,,,,,,,,,,,0.0,3619500.0,,,0,1.0044554060340534,1.0099206967272294,1.9115157927862474,,,
2010-01-07,NDAQ,5.427865982055664,6.673333168029785,6.766666889190674,6.630000114440918,6.75,8498400.0,,,,,,,,,,,0.0,-4878900.0,,,1,0.9886419508192275,1.0206133895008658,1.898119460448203,,,
2010-01-08,NDAQ,5.484799861907959,6.743332862854004,6.766666889190674,6.626667022705078,6.676667213439941,4347600.0,,,,,,,,,,,0.0,-531300.0,,,1,1.0099848692892566,1.0211267392802312,1.9085542927419923,,,
2010-01-11,NDAQ,5.49835729598999,6.760000228881836,6.800000190734863,6.699999809265137,6.74666690826416,5364300.0,,,,,,,,,,,0.0,4833000.0,,,0,1.0019762826294778,1.014925430495004,1.911022923913132,0.00197433235207245,,
2010-01-12,NDAQ,5.403463840484619,6.6433329582214355,6.766666889190674,6.6066670417785645,6.71999979019165,5198400.0,,,,,,,,,,,0.0,-365400.0,,,1,0.9885912448863293,1.0242179371838052,1.893613789092182,-0.01839484117277057,,
2010-01-13,NDAQ,5.454977035522461,6.706666946411133,6.716667175292969,6.5833330154418945,6.616666793823242,6831900.0,,,,,,,,,,,0.0,6466500.0,,,1,1.0136020379130934,1.0202532910819375,1.9031020982748295,-0.008413694511417935,,
2010-01-14,NDAQ,5.490222930908203,6.75,6.763332843780518,6.6433329582214355,6.673333168029785,4493700.0,,,,,,,,,,,0.0,10960200.0,,,0,1.0114885365438528,1.0180632050679586,1.9095425048844386,0.011423044436235541,,
2010-01-15,NDAQ,5.465822696685791,6.71999979019165,6.800000190734863,6.676667213439941,6.739999771118164,6981900.0,,,,,,,,,,,0.0,3978300.0,,,0,0.9970326436786814,1.0184722367241332,1.905088123313577,-0.0034661694284152667,,
2010-01-19,NDAQ,5.457687854766846,6.710000038146973,6.74666690826416,6.679999828338623,6.71999979019165,3156900.0,,,,,,,,,,,0.0,821400.0,,-0.5434812569785139,0,0.9985119416135588,1.0099801020417267,1.9035989566686833,-0.007423967244448715,,
2010-01-20,NDAQ,5.403463840484619,6.6433329582214355,6.699999809265137,6.563333034515381,6.673333168029785,5761500.0,,,,,,,,,,,0.0,-4940100.0,,-1.8226688706408245,0,0.995504463953325,1.020822770082068,1.893613789092182,0.0,,
2010-01-21,NDAQ,5.143185615539551,6.323332786560059,6.663332939147949,6.300000190734863,6.663332939147949,13422900.0,,,,,,,,,,,0.0,-18363000.0,,-6.505669133599981,0,0.9489744613254509,1.0576718630814366,1.8442464088096568,-0.05885568946517261,,
2010-01-22,NDAQ,4.9723801612854,6.113333225250244,6.343332767486572,6.093332767486572,6.303332805633545,11661000.0,,,,,,,,14.877636319033698,2.7907595677862354,,0.15095247541155135,-30024000.0,6.603692423574582,-8.391607742025469,1,0.9698572824500888,1.0410284501995322,1.8104721604803142,-0.09907034440412432,,
2010-01-25,NDAQ,4.975090026855469,6.116666793823242,6.196667194366455,6.0833330154418945,6.196667194366455,7927800.0,6.538008768381342,,,,,,,15.243077877681259,4.651221589396924,,0.14826545423390916,-22096200.0,6.555903680835598,-9.293120802070797,0,0.9870897697046014,1.018630276961145,1.8110173066210102,-0.09407081669256678,,
2010-01-26,NDAQ,4.907309055328369,6.033332824707031,6.1433329582214355,6.033332824707031,6.050000190734863,7707900.0,6.474924275422053,,,,,,,13.663850321660817,0.0,2.48066038572772,0.14553221703965882,-29804100.0,6.510214137519451,-10.749517449276802,1,0.9972450635533273,1.018232067865367,1.797299565300965,-0.10629939136771838,-0.11174902626009464,
2010-01-27,NDAQ,4.975090026855469,6.116666793823242,6.139999866485596,6.03000020980835,6.039999961853027,9267300.0,6.430142090222201,,,,,,,22.329710045978416,11.25540080021947,5.302207463205464,0.14299417701377218,-20536800.0,6.454045725758506,-7.92774000204851,0,1.0126931841811957,1.0182420651492385,1.8110173066210102,-0.0825964824711718,-0.10099132364394237,
2010-01-28,NDAQ,4.945267677307129,6.079999923706055,6.183332920074463,6.043333053588867,6.136666774749756,5370300.0,6.3863743194076825,,,,,,,21.31589438854094,6.49346949821248,5.916290099477316,0.14278029769033102,-25907100.0,6.414098063366424,-9.343941300684683,0,0.9907658582217849,1.0231660021455307,1.8050046834297293,-0.03924172537992754,-0.10651110935651809,
2010-01-29,NDAQ,4.877488613128662,5.99666690826416,6.156667232513428,5.99666690826416,6.090000152587891,9038700.0,6.337660893014743,,,,,,,19.184100151078454,0.0,5.916290099477316,0.14401029958739792,-34945800.0,6.36920774483115,-11.160490247938368,1,0.9846743445016057,1.0266815427131306,1.7912037995829628,-0.0192683608973514,-0.10691566086524018,
2010-02-01,NDAQ,4.994070529937744,6.139999866485596,6.199999809265137,6.016666889190674,6.050000190734863,12008700.0,6.312953264698599,,,,6.477333235740661,7.083701664245098,5.870964807236225,31.815243610093574,17.842278086699686,8.111915861637389,0.1482476282597964,-22937100.0,6.322652374371504,-8.6309515150969,1,1.0148759789939445,1.030470844314787,1.814824720414034,0.0038074137930237395,-0.09372957232795831,
2010-02-02,NDAQ,5.037448406219482,6.193333148956299,6.239999771118164,6.133333206176758,6.1533331871032715,5548800.0,6.298000750230812,,,,6.449666547775268,7.054847490157584,5.844485605392952,35.8339658095489,24.48127632497424,14.107851470557975,0.1452775523084828,-17388300.0,6.299209907617686,-7.699953595430323,1,1.0065005356668908,1.017391288122743,1.82347341494734,0.026173849646375036,-0.08754950896579206,
2010-02-03,NDAQ,5.1675872802734375,6.353332996368408,6.423333168029785,6.239999771118164,6.413332939147949,18415500.0,6.304917280998011,,,,6.4289998531341555,7.017467109051617,5.8405325972166935,46.097869375615346,44.3982710397979,28.90727515049061,0.15132915707741162,1027200.0,6.284346840300359,-4.36527814692983,0,0.9906444989915786,1.029380353146835,1.8489795565204437,0.03796224989943342,-0.044634232571738375,
2010-02-04,NDAQ,4.977801322937012,6.119999885559082,6.309999942779541,6.110000133514404,6.309999942779541,11436000.0,6.281802606568145,,,,6.396833205223084,6.978980458588639,5.814685951857529,36.8424286848603,15.352653747346727,28.07740037070629,0.1579008503471682,-10408800.0,6.259711892626716,-3.21559702556144,1,0.9698890556349571,1.0327331922904721,1.811562077824738,0.006557394395008798,-0.09154002045009135,
2010-02-05,NDAQ,5.097095489501953,6.266666889190674,6.269999980926514,6.0966668128967285,6.0966668128967285,8810100.0,6.279910641895961,,,,6.376499891281128,6.94688560118021,5.806114181382046,44.399226680217424,35.99999745686849,31.916974081337703,0.1590031587530694,-1598700.0,6.230937863560527,2.508184296368911,0,1.0278841015117197,1.0284308087270113,1.8352446166769434,0.044040817093980555,-0.07429788820749517,
2010-02-08,NDAQ,4.893753528594971,6.016666889190674,6.316667079925537,5.99666690826416,6.289999961853027,12658200.0,6.247005172807801,,,,6.340166592597962,6.9050047072435365,5.775328477952387,36.403652989636505,2.843600931799137,18.06541737867145,0.17050294538937708,-14256900.0,6.208999321109628,-1.634875791068931,1,0.9565448212527763,1.0533630059092287,1.794533433095379,-0.020291287318654927,-0.11055469021819797,
2010-02-09,NDAQ,4.934424877166748,6.066667079925537,6.173333168029785,6.019999980926514,6.0966668128967285,17238900.0,6.224462911197517,,-0.14805173126227977,,6.305499935150147,6.847665341144752,5.763334529155542,38.77828359752904,10.500035762820971,16.4478780504962,0.16951461206435808,2982000.0,6.178659692829744,0.5525015142874123,0,0.995079322211322,1.025470629167622,1.8028093735342317,-0.02066404141310829,-0.10078958313445163,
2010-02-10,NDAQ,4.904598712921143,6.03000020980835,6.086667060852051,5.97333288192749,6.050000190734863,11768700.0,6.200155073523871,,-0.14978806912708187,,6.274833297729492,6.806373838320442,5.7432927571385415,37.66752958310737,12.592731522836777,8.64545607248563,0.16550172398294397,-8786700.0,6.144342878959104,-1.4168923522597403,1,0.9966942181328949,1.0189733572805655,1.7967470455331813,-0.05223251098726234,-0.09686674355900071,
