Date,Symbol,Adj Close,Close,High,Low,Open,Volume,ema15,ema50,macd,macd_signal,bb_bbm,bb_bbh,bb_bbl,rsi,stoch_k,stoch_d,atr_14,obv,vwap,roc_10,Target,Clopen,HighLow,log_price,Log5,Log15,Log30
2019-05-10,UBER,41.56999969482422,41.56999969482422,45.0,41.060001373291016,42.0,186322500.0,,,,,,,,,,,0.0,186322500.0,,,0,0.9897618974958148,1.0959570992433503,3.7273787459232954,,,
2019-05-13,UBER,37.099998474121094,37.099998474121094,39.2400016784668,36.08000183105469,38.790000915527344,79442400.0,,,,,,,,,,,0.0,106880100.0,,,1,0.9564320082104005,1.0875831398847724,3.613616928484577,,,
2019-05-14,UBER,39.959999084472656,39.959999084472656,39.959999084472656,36.849998474121094,38.310001373291016,46661100.0,,,,,,,,,,,0.0,153541200.0,,,1,1.043069633308131,1.0843962208719125,3.6878789308692577,,,
2019-05-15,UBER,41.290000915527344,41.290000915527344,41.880001068115234,38.95000076293945,39.369998931884766,36086100.0,,,,,,,,,,,0.0,189627300.0,,,1,1.048768149243906,1.075224653344902,3.7206203620710996,,,
2019-05-16,UBER,43.0,43.0,44.060001373291016,41.25,41.47999954223633,38115500.0,,,,,,,,,,,0.0,227742800.0,,,0,1.0366441773032316,1.0681212454131155,3.7612001156935624,,,
2019-05-17,UBER,41.90999984741211,41.90999984741211,43.290000915527344,41.27000045776367,41.97999954223633,20225700.0,,,,,,,,,,,0.0,207517100.0,,,0,0.9983325465558,1.0489459761414583,3.7355244582961333,0.008145712372837899,,
2019-05-20,UBER,41.59000015258789,41.59000015258789,41.68000030517578,39.459999084472656,41.189998626708984,29222300.0,,,,,,,,,,,0.0,178294800.0,,,0,1.0097111322946133,1.0562595355349789,3.7278597574236803,0.11424282893910309,,
2019-05-21,UBER,41.5,41.5,42.2400016784668,41.25,42.0,10802900.0,,,,,,,,,,,0.0,167491900.0,,,0,0.9880952380952381,1.0240000406901042,3.7256934272366524,0.037814496367394757,,
2019-05-22,UBER,41.25,41.25,41.279998779296875,40.5,41.04999923706055,9089500.0,,,,,,,,,,,0.0,158402400.0,,,0,1.0048721258625235,1.0192592291184415,3.71965111278069,-0.0009692492904096461,,
2019-05-23,UBER,40.470001220703125,40.470001220703125,41.09000015258789,40.02000045776367,40.79999923706055,11119900.0,,,,,,,,,,,0.0,147282500.0,,,1,0.991911813173328,1.0267366237527527,3.700560989050935,-0.060639126642627605,,
2019-05-24,UBER,41.5099983215332,41.5099983215332,41.5099983215332,40.5,41.279998779296875,8786800.0,,,,,,,,,,,0.0,156069300.0,,-0.14433816149025916,0,1.0055716945018827,1.0249382301613137,3.725934321629707,-0.009590136666426385,,
2019-05-28,UBER,40.95000076293945,40.95000076293945,41.79999923706055,40.599998474121094,41.70000076293945,13391600.0,,,,,,,,,,,0.0,142677700.0,,10.377365086696454,0,0.9820143888182717,1.0295566701487526,3.7123518289300783,-0.015507928493601941,,
2019-05-29,UBER,39.939998626708984,39.939998626708984,40.709999084472656,39.14699935913086,40.52000045776367,14060400.0,,,,,,,,,,,0.0,128617300.0,,-0.05005119675151218,0,0.9856860359204769,1.039926424781705,3.6873782936038175,-0.0383151336328349,,
2019-05-30,UBER,39.79999923706055,39.79999923706055,40.380001068115234,39.5,40.06999969482422,26451900.0,,,,,,,,41.923722170724126,41.704015354587305,,2.2066429683140347,102165400.0,40.90359844463197,-3.608625927413029,1,0.9932617803888192,1.0222785080535501,3.683866893121059,-0.03578421965963097,,
2019-05-31,UBER,40.40999984741211,40.40999984741211,41.56999969482422,39.40999984741211,41.150001525878906,23209800.0,40.84077735964871,,,,,,,46.04036657948412,54.26062988399591,,2.2033113168210403,125375200.0,40.04249289857412,-6.023256168809048,1,0.9820169708134417,1.0548084205982038,3.699077275314389,-0.0014837137365457664,,
2019-06-03,UBER,41.25,41.25,41.849998474121094,40.2400016784668,40.74399948120117,16605300.0,40.89193018969262,,,,,,,51.172980250825226,61.026348912917534,52.33033138383359,2.160931708166273,141980500.0,40.77277843053533,-1.574802791255232,1,1.0124190193707492,1.0400098590581281,3.71965111278069,-0.006283208849017008,-0.0077276331426054945,
2019-06-04,UBER,42.75,42.75,42.880001068115234,40.70000076293945,42.560001373291016,23432100.0,41.124188915981044,,,,,,,58.72338506934182,74.36396835966544,63.216982385526286,2.1622937508098095,165412600.0,41.191991554270494,2.7891316257663674,1,1.0044642533030608,1.0535626600567742,3.755369195382769,0.04301736645269072,0.14175226689819187,
2019-06-05,UBER,45.0,45.0,45.65999984741211,42.5,42.869998931884766,28609600.0,41.60866530148341,,,,,,,66.9733254389741,89.86642410668266,75.0855804597552,2.2335584719956882,194022200.0,41.5907558670523,8.433734939759036,0,1.0496851206247881,1.0743529375861673,3.8066624897703196,0.1192841961665021,0.11878355890106196,
2019-06-06,UBER,44.91999816894531,44.91999816894531,45.75,44.279998779296875,45.0,16403700.0,42.02258190991615,,,,,,,66.46465141628482,87.42992956993812,83.8867740120954,2.179018668331934,177618500.0,41.6333287370271,8.896965258049242,0,0.9982221815321181,1.0331978604613337,3.804883089107671,0.12101619598661184,0.08426272703657123,
2019-06-07,UBER,44.15999984741211,44.15999984741211,45.66999816894531,44.130001068115234,44.91999816894531,12654700.0,42.289759152103144,,,,41.51649971008301,45.1161125059733,37.91688691419272,61.6725398596833,75.9200363733631,84.40546334999463,2.13337427065323,164963800.0,41.74665020786398,9.1178614168692,0,0.9830810696234931,1.0348968289951561,3.787819398513498,0.08874212319910901,0.02661928281993564,
2019-06-10,UBER,42.61000061035156,42.61000061035156,44.59000015258789,42.529998779296875,44.02000045776367,11618700.0,42.329789334384195,,,,41.56849975585938,45.19961152161354,37.937387990105215,53.2413514640796,52.44587180238218,71.93194591522781,2.128133349413072,153345100.0,41.93158183610522,2.6499694851775892,0,0.9679691087517144,1.0484364315169885,3.7520889818359597,0.0324378690552698,0.016564523539826403,
2019-06-11,UBER,42.45000076293945,42.45000076293945,43.650001525878906,41.79999923706055,43.220001220703125,9095000.0,42.3448157629536,,,,41.83599987030029,44.846092140416275,38.82590760018431,52.44433316158624,50.022733351935976,59.46288050922709,2.108266845084878,144250100.0,41.972914092516355,3.663003594758243,0,0.9821841639052331,1.0442584287699728,3.748326930730017,-0.007042264652751928,0.02046717330633685,
2019-06-12,UBER,42.16999816894531,42.16999816894531,42.650001525878906,41.709999084472656,42.52000045776367,5965300.0,42.322963563702565,,,,41.946499824523926,44.83271701976282,39.060282629285034,51.005329333441516,45.78219773452182,49.41693429628,2.0248193876792615,138284800.0,42.01793504122996,5.583374108443423,1,0.9917685257514043,1.0225366210030962,3.7417090243376783,-0.06495346543264136,0.016015597101025847,
2019-06-13,UBER,44.310001373291016,44.310001373291016,44.349998474121094,42.79999923706055,43.04999923706055,10178900.0,42.57134328990112,,,,42.09749984741211,45.142179702691784,39.052819992132434,60.03174995957364,78.19175394598417,57.99889501081399,2.035903738929013,148463700.0,42.176354628997785,11.331663876090962,0,1.0292683428237037,1.036214936090896,3.7912104162041986,-0.013672672903472183,0.07155930342350869,
2019-06-14,UBER,43.22999954223633,43.22999954223633,44.79999923706055,43.11000061035156,44.75,7902200.0,42.653675321443025,,,,42.10899982452393,45.16892731221424,39.04907233683362,54.56790054802306,61.835526076339,61.93649258561501,2.0111962309132965,140561500.0,42.2718047848535,6.978469946727342,1,0.9660335093237168,1.0392020088791922,3.7665346880905126,-0.02128471042298541,0.06597369903957784,
2019-06-17,UBER,43.779998779296875,43.779998779296875,44.07899856567383,42.93000030517578,43.279998779296875,6557600.0,42.79446575367476,,0.6081635835858279,,42.20249977111816,45.34554201917379,39.059457523062534,56.72787312917187,70.16506088898672,70.0641136371033,1.9496106615979214,147119100.0,42.38534378694556,6.13333037405303,1,1.0115526805476522,1.0267644596396501,3.77917706421205,0.027088082376090394,0.05324274258234318,
2019-06-18,UBER,43.86000061035156,43.86000061035156,44.88999938964844,43.75,44.29999923706055,7313600.0,42.927657610759354,,0.6341381403566828,,42.315999794006345,45.525612886288975,39.106386701723714,57.047758067845905,70.1892847924149,67.39662391924688,1.891781285030101,154432700.0,42.616016476276926,2.5964926557931287,1,0.9900677509190363,1.02605712890625,3.781002756905646,0.03267582617562903,0.06865092797556782,
2019-06-19,UBER,44.86000061035156,44.86000061035156,45.5,43.95000076293945,44.459999084472656,10331500.0,43.16920048570838,,0.727034010871094,,42.48399982452393,45.85296658884289,39.115033060204965,60.935134849841994,85.96215507526205,75.43883358555456,1.8737968639314107,164764200.0,43.11251435935307,-0.3111097547743055,0,1.0089968856076428,1.035267331289049,3.803546542697759,0.06183751836008078,0.11616824909394152,
2019-06-20,UBER,43.86000061035156,43.86000061035156,45.290000915527344,43.5099983215332,45.029998779296875,9567400.0,43.25555050128878,,0.7117583081587853,,42.6144998550415,45.98435749986273,39.24464221022027,55.52345648609437,65.6987302108192,73.95005669283206,1.8670972732216058,155196800.0,43.521527771691225,-2.3597453290337875,1,0.9740173617441172,1.0409101967975305,3.781002756905646,-0.010207659298552496,0.09713586378458716,
2019-06-21,UBER,44.0,44.0,44.13999938964844,43.380001068115234,43.849998474121094,4974000.0,43.34860668862768,,0.7028470016962061,,42.790999794006346,46.061394095056585,39.52060549295611,56.111121063740335,65.34652941811883,72.33580490140004,1.7880187766724343,160170800.0,43.774090261767455,-0.36231849629747176,0,1.0034207874822945,1.0175195551595275,3.784189633918261,0.017654945827748403,0.08511235860387201,
2019-06-24,UBER,43.09000015258789,43.09000015258789,44.06999969482422,42.81999969482422,44.0,5985100.0,43.31628087162271,,0.615262976022322,,42.86999988555908,46.088726670309725,39.65127310080844,51.360728296944735,34.15843453924322,55.067898056060436,1.7495888640529746,154185700.0,44.02086863598777,1.126495037223065,0,0.9793181852860884,1.0291919665789042,3.7632909551688907,-0.015886109043159458,0.043639842388200734,0.03591220924559524
2019-06-25,UBER,43.09000015258789,43.09000015258789,43.790000915527344,42.44300079345703,43.279998779296875,5753300.0,43.287995781743355,,0.5396314690012218,,42.976999855041505,46.0732567627158,39.88074294736721,51.360728296944735,34.15843453924322,44.554466165535096,1.7208325253399275,159939000.0,43.89440742325911,1.50765460105052,0,0.9956100131222769,1.0317366844211913,3.7632909551688907,-0.01771180173675546,0.00792175978612164,0.1496740266843135
2019-06-26,UBER,42.5,42.5,43.400001525878906,42.36000061035156,43.25,8109100.0,43.18949630902544,,0.42716082917424814,,43.10499992370605,45.88386682375211,40.32613302366,48.28683036388567,19.94952268107775,29.422130586521405,1.6722016960676,151829900.0,43.660666221112564,0.7825512103002801,1,0.9826589595375722,1.0245514849042092,3.7495040759303713,-0.054042466767387776,-0.05715841383994835,0.061625145061113606
2019-06-27,UBER,45.130001068115234,45.130001068115234,45.29999923706055,43.20000076293945,43.349998474121094,20155100.0,43.43205940391166,,0.5439755318469253,0.5801877348637537,43.37150001525879,45.83595372190604,40.90704630861154,59.82842079275932,90.23749755919825,48.115151593173074,1.7527586632813819,171985000.0,43.70299871168311,1.8505973130447575,1,1.0410611916181902,1.0486110749313378,3.8095472375064308,0.028544480600784627,0.004664148398759949,0.08892687543533118
2019-06-28,UBER,46.380001068115234,46.380001068115234,47.08000183105469,45.08000183105469,45.099998474121094,28657000.0,43.80055211193711,,0.7290129708999089,0.6099527820709848,43.670000076293945,46.072757241434005,41.267242911153886,63.946976666499594,86.9646107092776,65.71721031651788,1.7704187587612832,200642000.0,44.246057039638224,7.286610130081796,0,1.0283814331995735,1.0443655705138468,3.8368683548570366,0.05267872093877557,0.04904895634353856,0.0756682391634742
2019-07-01,UBER,44.27000045776367,44.27000045776367,47.040000915527344,44.060001373291016,46.97999954223633,17660500.0,43.85923315516543,,0.6973583463019821,0.6274338949171843,43.82100009918213,45.96173781891409,41.68026237945017,53.901234633808635,47.67225444941231,74.95812090596273,1.8568173861523578,182981500.0,44.44832885422659,1.1192363913415955,0,0.9423158980230237,1.0676350306253688,3.7903072570843177,0.027016301915427032,0.03821827524835797,0.05478279878818437
2019-07-02,UBER,44.0,44.0,44.68000030517578,43.75,44.54999923706055,11881300.0,43.87682901076975,,0.643072112777709,0.6305615384892893,43.88350009918213,45.967758464906524,41.799241733457734,52.75907764237209,34.74574079462063,56.46086865110353,1.7906161660826023,171100200.0,44.51236565049882,0.3191960503880972,1,0.9876543379016939,1.0212571498325893,3.784189633918261,0.020898678749370347,0.035862703188243916,0.056329876494580766
2019-07-03,UBER,44.22999954223633,44.22999954223633,44.459999084472656,43.790000915527344,44.0,3380000.0,43.92097532720307,,0.6115592481404732,0.6267610804195262,43.84500007629394,45.873029142935906,41.81697100965198,53.65988383318641,39.618611191930945,40.67886881198797,1.7105720234299386,174480200.0,44.55187599446141,-1.404371510351384,0,1.005227262323553,1.0153002547370977,3.789403281530616,0.039899205600244514,0.04769425719293752,0.06370985429396336
2019-07-05,UBER,43.529998779296875,43.529998779296875,44.54999923706055,43.0099983215332,44.310001373291016,8239500.0,43.872103258714795,,0.5240598289663865,0.6062208301288983,43.77550010681152,45.7458558857747,41.80514432784834,50.50349394440422,24.788090388905054,33.05081412515222,1.6983883728654676,166240700.0,44.54904777859714,-0.7523981451491419,0,0.9823966921728803,1.0358056492821655,3.7734503275214046,-0.03609690998502613,-0.017760088682793995,0.053799214740714696
2019-07-08,UBER,42.95000076293945,42.95000076293945,43.849998474121094,42.75,43.59000015258789,9304100.0,43.75684044674288,,0.4032663131636838,0.5656299267358554,43.71500015258789,45.70858555108268,41.721414754093104,47.98489981900556,12.5,25.635567193612008,1.6556462372408696,156936600.0,44.50635954436772,-2.3863619024103335,1,0.9853177474785937,1.0257309584589729,3.7600366661936975,-0.07683168866333911,-0.006498021896815143,0.059475677142762695
