Date,Symbol,Adj Close,Close,High,Low,Open,Volume,ema15,ema50,macd,macd_signal,bb_bbm,bb_bbh,bb_bbl,rsi,stoch_k,stoch_d,atr_14,obv,vwap,roc_10,Target,Clopen,HighLow,log_price,Log5,Log15,Log30,Pct_Change
2010-06-29,TSLA,1.5926669836044312,1.5926669836044312,1.6666669845581057,1.1693329811096191,1.2666670083999634,281494500.0,,,,,,,,,,,0.0,281494500.0,,,0,1.257368332041952,1.4253142701718289,0.46540995923366607,,,,-0.0025114782580188005
2010-06-30,TSLA,1.5886670351028442,1.5886670351028442,2.0280001163482666,1.553333044052124,1.7193330526351929,257806500.0,,,,,,,,,,,0.0,23688000.0,,,0,0.9240019161313283,1.305579717185373,0.4628953219237585,,,,-0.07847273575876408
2010-07-01,TSLA,1.4639999866485596,1.4639999866485596,1.7280000448226929,1.3513330221176147,1.6666669845581057,123282000.0,,,,,,,,,,,0.0,-99594000.0,,,0,0.8783998244476652,1.2787373774932398,0.3811724064192834,,,,-0.12568307167816878
2010-07-02,TSLA,1.2799999713897705,1.2799999713897705,1.5399999618530271,1.24733304977417,1.5333329439163208,77097000.0,,,,,,,,,,,0.0,-176691000.0,,,0,0.8347828020446056,1.2346341357120656,0.24686005557978374,,,,-0.16093748050043316
2010-07-06,TSLA,1.0740000009536743,1.0740000009536743,1.3333330154418943,1.0553330183029177,1.3333330154418943,103003500.0,,,,,,,,,,,0.0,-279694500.0,,,0,0.8055001927614673,1.263423954635693,0.07138999697463785,,,,-0.019242976613779106
2010-07-07,TSLA,1.053333044052124,1.053333044052124,1.108667016029358,0.9986670017242432,1.0933330059051514,103825500.0,,,,,,,,,,,0.0,-383520000.0,,,1,0.963414658080397,1.1101468398527186,0.05195946429661387,-0.4134504949370522,,,0.10506362722128276
2010-07-08,TSLA,1.1640000343322754,1.1640000343322754,1.1679999828338623,1.037999987602234,1.0759999752044678,115671000.0,,,,,,,,,,,0.0,-267849000.0,,,0,1.0817844434532495,1.1252408446862572,0.1518623788043276,-0.31103294311943086,,,-0.003436484186335175
2010-07-09,TSLA,1.159999966621399,1.159999966621399,1.1933330297470093,1.1033329963684082,1.1720000505447388,60759000.0,,,,,,,,,,,0.0,-328608000.0,,,0,0.9897610209848009,1.0815710521436719,0.14841997634361676,-0.23275243007566665,,,-0.020114615624535946
2010-07-12,TSLA,1.136667013168335,1.136667013168335,1.2046669721603394,1.1333329677581787,1.196666955947876,33037500.0,,,,,,,,,,,0.0,-361645500.0,,,1,0.9498607841711354,1.0629417888930426,0.12810030746744666,-0.11875974811233708,,,0.06392895100541643
2010-07-13,TSLA,1.2093329429626465,1.2093329429626465,1.2426669597625732,1.126667022705078,1.1593329906463623,40201500.0,,,,,,,,,,,0.0,-321444000.0,,,1,1.0431282062355594,1.1029584914795718,0.19006892078647575,0.1186789238118379,,,0.09371617665324102
2010-07-14,TSLA,1.3226670026779177,1.3226670026779177,1.3433330059051514,1.184000015258789,1.1959999799728394,62928000.0,,,,,,,,,,,0.0,-258516000.0,,-16.952695303287147,1,1.1059088836338902,1.1345717809062161,0.2796501547952488,0.22769069049863494,,,0.0025198878627818028
2010-07-15,TSLA,1.3259999752044678,1.3259999752044678,1.4333330392837524,1.2666670083999634,1.329332947731018,56097000.0,,,,,,,,,,,0.0,-202419000.0,,-16.533801866252762,1,0.9974927481243587,1.1315784099361041,0.2821668730641742,0.1303044942598466,,,0.037707445294532356
2010-07-16,TSLA,1.3760000467300415,1.3760000467300415,1.4199999570846558,1.3366669416427612,1.3799999952316284,39319500.0,,,,,,,,,,,0.0,-163099500.0,,-6.010924912640924,1,0.9971014865830377,1.0623438890016075,0.3191807734719373,0.17076079712832054,,,0.061531224212653425
2010-07-19,TSLA,1.4606670141220093,1.4606670141220093,1.4833329916000366,1.3946670293807983,1.4246670007705688,37297500.0,,,,,,,,55.142312669952624,44.8834304302468,,0.21171435288020538,-125802000.0,1.3864225841814235,14.11461302894234,0,1.0252690722337001,1.063575004177595,0.3788931903796297,0.25079288291218305,,,-0.0734828792023611
2010-07-20,TSLA,1.3533329963684082,1.3533329963684082,1.4566669464111328,1.3366669416427612,1.4566669464111328,27379500.0,1.3460046607815264,,,,,,,46.53517516996844,34.45590058313738,,0.20544904713727985,-153181500.0,1.3641029736051427,26.008658767848786,0,0.9290613751500891,1.0897755461961913,0.3025704359566396,0.11250151517016388,,,-0.003940602048168786
2010-07-21,TSLA,1.3480000495910645,1.3480000495910645,1.3933329582214355,1.2999999523162842,1.3773330450057983,18787500.0,1.3462540843827187,,,,,,,46.14973451731813,47.89760332025245,42.412311444545544,0.1974407584778421,-171969000.0,1.2606951365077201,27.97472339853404,1,0.9787030482416035,1.0717946225604507,0.2986220492787381,0.018971894483489293,-0.16678790995492798,,0.038575611761181
2010-07-22,TSLA,1.399999976158142,1.399999976158142,1.4166669845581057,1.3580000400543213,1.3666670322418213,14367000.0,1.3529723208546467,,,,,,,50.458615227599175,74.13791584728578,52.16380658355854,0.1882426282270706,-157602000.0,1.223465816306355,20.274908493559217,1,1.0243899524389952,1.0432009887874802,0.3364722195913143,0.054305346527140086,-0.1264231023324442,,0.013809289486225835
2010-07-23,TSLA,1.4193329811096191,1.4193329811096191,1.4373329877853394,1.4040000438690186,1.4126670360565186,9804000.0,1.3612674033865182,,,,,,,51.996524170386735,86.79502753910607,69.6101822355481,0.17746336989850822,-147798000.0,1.2120165422466096,22.356294995727477,0,1.0047186951227436,1.0237414123039945,0.3501870296417704,0.031006256169833102,-0.030985376777513007,,-0.015969457329390972
2010-07-26,TSLA,1.3966670036315918,1.3966670036315918,1.4333330392837524,1.3533329963684082,1.4333330392837524,13833000.0,1.3656923534171523,,,,,,,50.035423732332355,82.11840942446675,81.01711760361952,0.17050170368542508,-161631000.0,1.225401134654221,22.873892481364027,0,0.9744190396458852,1.0591133469220213,0.33408868652957713,-0.04480450385005258,0.08722863094979338,,-0.019093312001988376
2010-07-27,TSLA,1.3700000047683716,1.3700000047683716,1.4119999408721924,1.3506669998168943,1.3940000534057615,9295500.0,1.3662308098360547,,,,1.3247667014598847,1.6232088436330943,1.0263245592866752,47.753429897782475,74.55095719062756,81.15479805140012,0.16270393492613028,-170926500.0,1.2611418472505342,13.285593743284618,1,0.9827833230144045,1.0454093726015463,0.3148107433205967,0.012240307363957093,0.24342074634595887,,0.008272254525232474
2010-07-28,TSLA,1.3813329935073853,1.3813329935073853,1.3933329582214355,1.3673330545425415,1.3700000047683716,7008000.0,1.3681185827949711,,,,1.3142000019550324,1.5878913034532822,1.0405087004567826,48.821691963690995,73.15789490195192,76.60908717234874,0.1529393612656134,-163918500.0,1.3001502416259403,4.4354316476248625,0,1.0082722545252325,1.01901504801081,0.3230489702760487,0.024426920997310586,0.2710895059794348,,-0.017856629679271412
2010-07-29,TSLA,1.3566670417785645,1.3566670417785645,1.3919999599456787,1.3333330154418943,1.3846670389175415,9240000.0,1.3666871401679204,,,,1.3026000022888184,1.5468600030749962,1.0583400015026407,46.58893767159744,64.48611281476747,70.73165496911565,0.14620561721119701,-173158500.0,1.325367509132553,2.3127501619574202,0,0.9797785342237467,1.044000218868308,0.30503098728161204,-0.03144123230970225,0.15316860847728445,,-0.020147975299607716
2010-07-30,TSLA,1.329332947731018,1.329332947731018,1.3626669645309448,1.303333044052124,1.3466670513153076,6403500.0,1.3620178661133076,,,,1.2958666503429412,1.529135883107345,1.0625974175785375,44.177791190590575,56.82233313535642,64.8221136173586,0.1400004960160273,-179562000.0,1.341173518064268,-3.391504172541579,1,0.9871281445793456,1.0455247572748934,0.28467727335948784,-0.06550975628228256,0.13625729701587108,,0.04914801950955646
2010-08-02,TSLA,1.3946670293807983,1.3946670293807983,1.3980000019073486,1.3553329706192017,1.3666670322418213,10771500.0,1.366099011521744,,,,1.3016000032424926,1.5386337609480452,1.06456624553694,50.740065862540085,70.37881916553133,63.895755038551734,0.13490525017033467,-168790500.0,1.3610419790029702,-4.518482590700715,1,1.020487797304254,1.0314808480374045,0.3326556981667524,-0.0014329883628247386,0.20455539069930573,,0.04923467741487429
2010-08-03,TSLA,1.463333010673523,1.463333010673523,1.463333010673523,1.3880000114440918,1.399999976158142,18457500.0,1.3782532614157164,,,,1.3210666537284852,1.543643295130054,1.0984900123269163,56.52470707709386,90.76921045421084,72.65678758503286,0.13065008938884157,-150333000.0,1.3837513830326338,8.128081898564027,0,1.0452378825670972,1.0542744946745741,0.3807167179224924,0.06590597460189568,0.19064779713601665,,-0.0314350892648318
2010-08-04,TSLA,1.4173330068588257,1.4173330068588257,1.4786670207977295,1.3899999856948853,1.463333010673523,13695000.0,1.383138229596105,,-0.006340564601335252,,1.33926665186882,1.528297301678067,1.1502360020595732,52.10997468486941,63.999950582251614,75.04932673399793,0.1276512997969846,-164028000.0,1.396300200503271,5.143394266846978,0,0.9685649107351681,1.063789234543422,0.34877694146736893,0.025727971191320254,0.06912678667212013,,-0.03809974068609223
2010-08-05,TSLA,1.363332986831665,1.363332986831665,1.4366669654846191,1.3366669416427612,1.4359999895095823,11943000.0,1.38066257425055,,-0.007696853543434745,,1.3492332994937897,1.5204273722853248,1.1780392267022546,47.42709182480481,34.545346961361176,63.10483599927454,0.1256762086573327,-175971000.0,1.3988404236295087,-2.6190707107794404,0,0.9493962373197967,1.0748129700274909,0.3099324272288655,0.00490143994725345,0.027765554164691286,,-0.04205355045868191
2010-08-06,TSLA,1.305999994277954,1.305999994277954,1.343999981880188,1.301332950592041,1.340000033378601,11128500.0,1.3713297517539755,,-0.013245331709838215,,1.3565333008766174,1.505885982004794,1.2071806197484407,43.00796284648219,3.358224888708593,33.967840810773794,0.12112791062749637,-187099500.0,1.384142153725434,-7.9849470378024,1,0.9746268371240848,1.0327871750797792,0.26696902647288717,-0.017708246886600665,-0.052211746999050124,,0.0005107013613773949
2010-08-09,TSLA,1.3066669702529907,1.3066669702529907,1.3320000171661377,1.296666979789734,1.3266669511795044,12190500.0,1.3632469040663524,,-0.017388279976563448,,1.3650332987308502,1.4783748921462232,1.2516917053154772,43.07441483005252,5.494499016523467,14.466023622197746,0.11499970539527546,-174909000.0,1.3791722986592734,-6.443914916338998,0,0.9849246407255926,1.0272491225018572,0.267479597470707,-0.0651761006960454,-0.11141359290892272,,-0.029081616408254744
